name,id
 MOH 731-6 Medically Assisted Therapy (MAT) REVISION 2023,WwALTN8OS22
2013 Health  2013,NUTEbaJDL5S
AEFI Tracker Indicators,anX6zoNDQEW
ART Annual Cumulative  ,VkjrgmNke7w
AVENIR Background and Prevalence Data,ynX631nqzBr
AVENIR Modern Contraceptive Method Mix,P8lR3nKPaOP
AVENIR Prevalence,eVyhWL2Wkja
AVENIR Private Sector Adjustment,iUD5mZPvumD
AWP 1.1.1 Health Expenditures (previous year) ,eV5NlFkpmtp
AWP 1.1.4 Health Leadership - Management Support,a8Gz5XBpIt4
AWP 1.4 Community Health Investmets,kLx5eU2tD3B
AWP 1.4.1 Health Workforce,j812C4PhHeI
AWP 1.4.2 Health Infrastructure,oLyBugCx8Eb
AWP 1.4.3 Health Products,VDL2P8EDKZE
AWP 1.4.5-7 Health Information Leadership and Service delivery,EVGb3LjJIEM
AWP 3.1	Annual performance targets ,TJXftyfrI71
AWP 3.3 Community Unit Targeted Improvements In Outcomes,q5286LFwE7e
AWP 4.1 Budget Resource Envelope,NPdqk0U6Zi9
AWP Monthly Service Delivery,oVTOGGXwSVa
Annual Estimate GF,kM8HmCuZeb6
Annual people with HIV,hybar0mD71f
BKM MOVE COPY,uwki0oIKFsr
CHIS Actual Population,gqDeD5uiXwW
COVID19 Daily Reporting Summary Revised,ffb98CUXCED
COVID19 Immunization Summary Form,i20xXIc6WDb
COVID19-Daily Facility Summary Report(Old),vjZ38bj4eYT
Cancer Staging,ZMY4yOn36Kh
Central Vaccine Store,gLadaaRcaZY
Chanjo system integration dataset,Ca2rvpgBWDk
Community Contact with Covid +ve,BDhtj1c3BkY
Community Health Commodity Tool _ 2021,xWbeSobkfUo
Community Scorecard Assessment Summary,dU2BmlqTonp
Consumption and Request Logistic Management,JBvQkICDeE7
Covid Vaccine Summary Target Population,zrnrT7QKhj1
Covid-19 Commodities Dashboard,JJd79IV6udI
Daily Covid Vaccine Summary Tool ,gcCHg3KOacA
Division of Occupational Therapy,AB83v1v0nQw
Emergencies Surgeries Booked,tHbFDMYA9gn
"FACILITY LEPROSY, TUBERCULOSIS COMMODITIES CONSUMPTION DATA REPORT & REQUEST FORM",s9N9Da4Lqns
Financial Information System - Monthly Payment and Commitment Summary,UHo6NemmdOS
Financing  Indicator,BwFXnUWF0Ew
HBC Covid +ve,z6sxFZsyQQ8
HCD Pending stock,H0TmZX1BFZn
HEI Cohort Analysis,YpwQ5uBWvp2
HIS-PMS DATA EXCHANGE,iGwrt4ye2I1
HIV Population Estimates,MOqKvOYw8Bb
HIV indicators - PPMS exchange,OlbSTkpVdK8
HPV Vaccine Monthly Summary,q65NZA3WU85
HSSF Monthly Expenditure,El1WmR2hMKu
HSSF summary,cI26WSTQKBg
HSSF- Statement of receipts and payment (Sources and uses of funds),IRWhSbHPm2i
Health Facilities with Stockouts and Overstocked,C7aHa1ciYzk
Home and Community Based Care (HCBC) ,jtc0VUk3TgF
Hospital Administrative Statistics,XPT9p0NdrGk
IDSR MALARIA,PT7ylRroHWj
IHRIS Human Resource,ZsUDZGRdwsP
IMAM Consumption and Requests,Wt2AtRYvMZb
Inpatient activities,a8MrJ8DRaWC
Integrated Health Commodities Dashboard,DocnRq9evzv
KEMSA Covid-19 Commodities Stock Status,lzZz8cIZ1vQ
KEMSA HPT Tracer Commodities,w5fFD87RX3r
KEMSA Public Health Programmes Commodities,MoHrwSvSXtV
KHMFL Indicators,CHFIRmi2NxG
Kenya Mentor Mother Program,g3nt1niNo6d
Leprosy Cohort Report,mh7Glxa4MVc
MDR-TB COHORT REPORT ,TiQ9LVKc2lz
MDR-TB Case Finding,ud6MEHHWLZ8
"MOH 105 Service Delivery Population, Baseline & Targets",bQGw3uL9Iw2
MOH 105 Service Delivery Report,lPykYxJeLKM
MOH 364 Sexual Gender Based Violence Summary Rev. 2023,a9XTJPnsN6i
MOH 505 IDSR Weekly Epidemic Monitoring Form Rev 2020,FhEI5cBJsEv
MOH 515 Community Health Data Summary Revised 2020,ovtKPo15xAg
MOH 515 Community Health Extension Worker Summary,TXmr8u5rabj
MOH 517 E (A): School Deworming Albendazole,gzQcCAn9Kuh
MOH 517 E(B): School Deworming Praziquantel,UhlQAYn9VdZ
MOH 517C _ABZ_Intergrated School Health Program Summary,sTTDo6xO84v
MOH 517C _PZQ_Intergrated School Health Program Summary,P1oVNnDzHe0
MOH 643B F-CDRR for ART Lab Reagents Monitoring,a3EH4cNEtvp
MOH 643B_FCDRR Revision 2019,fY2ToBM7ZSm
MOH 643C F-CDRR for EID and Viral Load lab commodities,Tf93vuu9qr5
MOH 643C_FCDRR Revision 2017,z9Xu8Zt6HTw
MOH 643_FCDRR Revision 2019,cevofQFRe4W
MOH 646 Cancer Facility Consumption Data Report And Request Tool,eV9LMFuG9EQ
MOH 647 Facility Tracer Health Products and Technology (HPT)  Data Report Form ,ppdqEN91qZs
MOH 647B NCD HPT (F-CDR)  Facility Tracer Consumption Data Report ,Y1I0PQG8PHE
MOH 705 A Outpatient summary < 5 years Revised 2020,EnZokILHOeN
MOH 705 B Outpatient summary > 5 years Revised 2020,Uylp8xlm2Lg
MOH 706 C KNBTS Data Summary Tool ,N1cJofWF7MJ
MOH 706 D Hemovigilance Monthly Reporting Facility Tool (Revised 2018),U7MsoxGVfSk
MOH 706 Laboratory Summary Report Revised 2020,sfiNZ7atsK8
MOH 706B Reference Laboratory Summary  Reporting Form,OlnB7VXxBHz
MOH 708 Environmental Health Services,NWVJ9UtQGZP
MOH 708 Environmental Health Services Revised  ,QH1dsF4v2ih
MOH 710 Vaccines and Immunisation Rev 2020,XoHnrLBL1qB
"MOH 711 Integrated Summary Report: Reproductive & Child Health, Medical & Rehabilitation Services Rev 2020 ",UpS2bTVcClZ
MOH 711 TB & STI,Jd4QpfZM0Mc
MOH 711 TB Control data (Report),KbrFbt3w4bp
MOH 713 Nutrition Monthly Reporting,DWKwKC6dnoB
MOH 717 Service Workload,cvyzaRp8OlE
MOH 718 Inpatient Morbidity and Mortality,b8k5cUrvVqr
MOH 730A Central Site/Sub county Store (CDRR)- Revision 2019,sSECDHvMtQs
MOH 731 B-Plus Summary for Vulnerable Population Rev 2023,Cyus2XHGDaq
MOH 731 PLUS PrEP SUMMARY REPORTING TOOL(DICE),zxyaWpqkTlP
MOH 731-1 HIV Counselling And Testing,kAofV66isvC
MOH 731-1 HIV Testing Services & PreP Revision 2023,OaIjkmzEeNO
MOH 731-1 HIV Testing and Prevention services Revision 2018,ptIUGFkE6jn
MOH 731-2 Elimination of Mother-to-Child Transmission Revision 2023,L7hIEAumRnQ
MOH 731-2 PMTCT,yrYwif6R6sH
MOH 731-2 Prevention of Mother-to-Child Transmission Revision 2018,xUesg8lcmDs
MOH 731-3 Care and Treatment,GGgrU5QkjVs
MOH 731-3 HIV and TB treatment Revision 2018 ,Vo4KDrUFwnA
MOH 731-3 HIV and TB treatment Revision 2023,gtDFQTNBp7y
MOH 731-4 Medical Male Circumcision Revision 2018,bbMNLyKCnkm
MOH 731-4 Medical Male Circumcision Revision 2023,SoiOUE3lOJd
MOH 731-4 Voluntary Male Circumcision,NJHaY8wlURg
MOH 731-5 Post Exposure Prophylaxis Revision 2018,do43iCbnDrs
MOH 731-5 Post Exposure Prophylaxis Revision 2023,wBrjU4hqULi
MOH 731-5 Post-Exposure Prophylaxis,UeBJcYEoHeA
MOH 731-6 Blood Safety,IH4pYzRqTSE
MOH 731-6 Methadone Assisted Therapy revision 2018,RRC2sWfhVqF
MOH 731-HIV-TESTING AND COUNSELLING,UQBYJ3QMPZ7
MOH 731Plus Key Populations Monthly Summary ,VBQoIaVHKbk
MOH 731Plus Key Populations Monthly Summary (For Facilities),FJDCRLr5lAn
MOH 734 F-CDRR for Nutrition Commodities,KUCi7uw6YhR
MOH 734 F-CDRR for Nutrition Commodities Revision 2019,mVRzpvT29MP
"MOH 739 C F-CDRR for CONDOMS, LUBRICANTS, NEEDLES AND SYRINGES ,OVERDOSE, STI, HEPATITIS B&C & HIV ST)",w6QIKRJN4wV
MOH 740 Diabetes and Hypertension Comprehensive Care  Monthly Summary Form ,yTwWwGnydsq
MOH 743 Malaria Commodities Form Rev 2020,RRnz4uPHXdl
MOH 743B - MFT,dvyByiPxMYi
MOH 744 Occupational Therapy Summary,I9Iq9qsoFWU
MOH 746 Cancer Care and Treatment Monthly Summary ,vGhomzLDNq3
MOH 747A_Facility Contraceptives Consumption Report and Request Form Revision 2023,g3RQRuh8ikd
MOH 748 - COMMUNITY HEALTH UNIT MONTHLY SUMMARY REPORT FOR MALARIA COMMODITIES,hX2FiY0TIsk
"MOH 750 INTEGRATED PHYSIOTHERAPY   OUT PATIENT,  IN PATIENT, CBR AND  DISABILITY MAINSTREAMING SUMMARY",tgKFLbpfMP0
MOH 753 Oxygen Commodity Monthly summary Tool,cPFmkHPEyV5
MOH 754 Oxygen Service Delivery Monthly Summary Form,PKHaNfRbhZV
MOH 755 Ophthalmic FCDRR,VTcx0igGXGn
Malaria Commodity Dashboard - CU,snRmXY1ss62
Malaria Commodity Dashboard - HF,RpN2FRiloZv
Malaria Early Warning Data (MEWs),NcPoe7gnWqx
Malaria Tracker Indicators,V2FeWaYShsC
Malaria Vaccine Summary Sheet,wSUoLODqS7E
Maternal Death Summary Form,m6EF2FDkLAE
Medical Equipments,nSkYxjokPRF
Mental Health Reporting Summary Version 2023,rKNqRKcEJJ9
MoH 729A Central Site/Sub County- MAPS  Revision 2019,UH6Mq3aC0bN
MoH 729B Facility - F'MAPS Revision 2019,oEaimb6KECH
MoH 730B Facility - CDRR Revision 2019,oP3Z3LzFSru
MoH 733B Nutrition services Summary Tool Revision 2016,rZLGsTcbqBE
MoH 733B Nutrition services Summary Tool Revision 2019,d3OYYSViEzX
MoH 735 Ophthalmic service Rev 2023,ZZMNqyA1DQl
MoH 745 Cancer Screening Program Monthly Summary Form,WWh5hbCmvND
MoH 746 Oncology Care And Treatment Monthly Summary Form Revised 2024,XnTPEQAh3WC
MoH 751 Baby Friendly Community Initiative (BFCI) Community Health Unit Summary Tool ,aRxatsLqjce
MoH Covid Facility PPE Data Report Form,jnlA9ZfSFeJ
MoH Covid Lab Diagnostics - Facility Labs Report Form,B6hamLrHbVg
MoH Facility Biomedical Equipment Data Report Form,J0gyyeaKQsz
Monthly Covid Vaccine Summary Tool,Ci49C7jefzr
NABUALA MEDICAL SERVICES,p4cjCj5BO7a
NACC CBO Community AIDS Programs Reporting- Revision 2019,mX6cBeAyXEi
NACC FBO Community AIDS Programs Reporting - Revision 2019,ShWyHYwaAsp
NACC HIV population Eastimates,ONYIir4oSyV
NACC NGO Community AIDS Programs Reporting- Revision 2019,eenQrqZYdI6
NEMIS Planning data,Kf9GJXpODLk
Neglected tropical diseases- Pilot ,I1NqeZmhJoV
Non-Pharmaceutical,sBe1eNbARq4
OPV Summary (Ordinary population),qfz9RAmPZpr
OPV Summary (Special Population),iAKg3VOOMod
OPV Target Population,aOHnhn1T56f
PIRI Weekly Core Indicators,RUOy0kJBuMh
Palliative Care Reporting Form,aXTZrSyPk3M
Population Estimates (Facility & Ward),HQ6Nw1ER6Id
Population Estimates Revised(SubCounty),XuVxScOosIt
Port of Entry - Air,dAgSukYcZf9
Port of Entry - Land,gRleqC9BgFi
Prosthetics and Orthotics Reporting Tool,ZcpRj9Drs3Y
PvERS integration tool,khmkmn2RRx4
Quarterly report on Tuberculosis Case-finding,u6fYUU4lnia
Regional Vaccine Store,PJ97lxklqrz
Revised MOH 706B National Refference Laboratory Test Summary Report Form,l87DyAFixsE
SARAM: Infrastructure,hsMJiiQNSno
SGBV Cases Report,aMmE00XNLG7
Smart Primary Care Network (PCN) implemetation,zNCgkcvxtpZ
Sub_County Vaccine Store,DCMAwSnbk81
Support Supervision Checklist Tool,EWFGYFD6hnX
TB Lab CDRR (Revision 2022),X7oD1NzbGgf
TB Lab FCDRR (Revision 2022),yuJjpVsTqPE
TB_FCDRR Revision 2017              ,iGa7exujrpJ
TB_Sub-County Store CDRR Revision 2017 ,nrhdE7iTGCk
TIBU_DRTB Casefinding - Revision July 2016,vahoN8LTUPK
TIBU_DRTB Cohort Report - Revision July 2016,Q6Ur5XpuTjx
TIBU_TB Case Finding - Revision July 2016,p24PFBMOag3
TIBU_TB Cohort Report - Revision July 2016,KenvkRGtIo3
TPT Case Finding Report,MS7I5lZJ6G2
TPT Cohort Report,UJmEnISKDE9
Tuberculosis Commodities Consumption Data,TCKTV9n9fTp
UHC-101 Finance Report,Eb0bZseNN9K
UHC-202 Human Resource for Health(HRH),PblfHL2Hojk
UHC-301-Tracer Pharmaceuticals ,LFXdzXatE8R
UHC-302-Tracer Non-Pharmaceuticals ,lXvYRWhgMcd
UHC-303-Tracer Diagnostics,CfuWJdpeK9r
Viral Load,c39u6D2m0au
Yellow Fever SIA Summary ,K64MBTes3Kr
Yellow Fever Target Population,VxSzaE9ELuf
mDharura data exchange form,IiWvvRrZBL6
